#[0]-k [1]-P_k(z=0) [2]-P_k(z=3) [3]-P_k(z=20)
8.698675E+00 1.712945E+01 7.098070E-01 1.288623E-03 
8.936591E+00 1.616656E+01 6.771461E-01 1.200039E-03 
9.181013E+00 1.525621E+01 6.457465E-01 1.117483E-03 
9.432121E+00 1.439568E+01 6.155721E-01 1.040548E-03 
9.690097E+00 1.358237E+01 5.865882E-01 9.688575E-04 
9.955129E+00 1.281381E+01 5.587601E-01 9.020570E-04 
1.022741E+01 1.208763E+01 5.320538E-01 8.398168E-04 
1.050714E+01 1.140160E+01 5.064353E-01 7.818292E-04 
1.079451E+01 1.075358E+01 4.818712E-01 7.278067E-04 
1.108975E+01 1.014157E+01 4.583285E-01 6.774811E-04 
1.139307E+01 9.563624E+00 4.357746E-01 6.306022E-04 
1.170468E+01 9.017927E+00 4.141775E-01 5.869365E-04 
1.202481E+01 8.502738E+00 3.935061E-01 5.462661E-04 
1.235370E+01 8.016407E+00 3.737300E-01 5.083877E-04 
1.269158E+01 7.557367E+00 3.548190E-01 4.731118E-04 
1.303870E+01 7.124135E+00 3.367437E-01 4.402615E-04 
1.339532E+01 6.715301E+00 3.194748E-01 4.096716E-04 
1.376169E+01 6.329533E+00 3.029839E-01 3.811884E-04 
1.413809E+01 5.965565E+00 2.872427E-01 3.546681E-04 
1.452477E+01 5.622199E+00 2.722240E-01 3.299769E-04 
1.492204E+01 5.298299E+00 2.579009E-01 3.069899E-04 
1.533017E+01 4.992788E+00 2.442476E-01 2.855905E-04 
1.574946E+01 4.704645E+00 2.312387E-01 2.656702E-04 
1.618022E+01 4.432905E+00 2.188494E-01 2.471276E-04 
1.662276E+01 4.176655E+00 2.070554E-01 2.298683E-04 
1.707740E+01 3.935030E+00 1.958331E-01 2.138043E-04 
1.754449E+01 3.707214E+00 1.851593E-01 1.988536E-04 
1.802434E+01 3.492432E+00 1.750116E-01 1.849397E-04 
1.851732E+01 3.289954E+00 1.653682E-01 1.719914E-04 
1.902378E+01 3.099088E+00 1.562081E-01 1.599422E-04 
1.954410E+01 2.919178E+00 1.475107E-01 1.487304E-04 
2.007864E+01 2.749606E+00 1.392564E-01 1.382981E-04 
2.062781E+01 2.589788E+00 1.314258E-01 1.285917E-04 
2.119200E+01 2.439171E+00 1.240003E-01 1.195612E-04 
2.177161E+01 2.297233E+00 1.169618E-01 1.111598E-04 
2.236708E+01 2.163483E+00 1.102927E-01 1.033441E-04 
2.297884E+01 2.037454E+00 1.039763E-01 9.607370E-05 
2.360733E+01 1.918707E+00 9.799610E-02 8.931079E-05 
2.425301E+01 1.806826E+00 9.233643E-02 8.302026E-05 
2.491635E+01 1.701420E+00 8.698210E-02 7.716938E-05 
2.559783E+01 1.602117E+00 8.191852E-02 7.172767E-05 
2.629795E+01 1.508569E+00 7.713162E-02 6.666673E-05 
2.701722E+01 1.420446E+00 7.260787E-02 6.196015E-05 
2.775616E+01 1.337437E+00 6.833428E-02 5.758330E-05 
2.851531E+01 1.259248E+00 6.429838E-02 5.351327E-05 
2.929523E+01 1.185602E+00 6.048820E-02 4.972872E-05 
3.009647E+01 1.116238E+00 5.689224E-02 4.620978E-05 
3.091964E+01 1.050909E+00 5.349949E-02 4.293795E-05 
3.176531E+01 9.893818E-01 5.029941E-02 3.989601E-05 
3.263412E+01 9.314380E-01 4.728192E-02 3.706793E-05 
3.352669E+01 8.768703E-01 4.443743E-02 3.443879E-05 
3.444367E+01 8.254835E-01 4.175675E-02 3.199471E-05 
3.538573E+01 7.770938E-01 3.923113E-02 2.972275E-05 
3.635355E+01 7.315276E-01 3.685223E-02 2.761088E-05 
3.734785E+01 6.886215E-01 3.461210E-02 2.564792E-05 
3.836934E+01 6.482212E-01 3.250313E-02 2.382343E-05 
3.941878E+01 6.101813E-01 3.051811E-02 2.212772E-05 
4.049691E+01 5.743648E-01 2.865018E-02 2.055175E-05 
4.160453E+01 5.406425E-01 2.689281E-02 1.908714E-05 
4.274245E+01 5.088927E-01 2.523982E-02 1.772607E-05 
4.391149E+01 4.790008E-01 2.368534E-02 1.646127E-05 
4.511250E+01 4.508586E-01 2.222379E-02 1.528599E-05 
4.634636E+01 4.243644E-01 2.084989E-02 1.419394E-05 
4.761397E+01 3.994220E-01 1.955864E-02 1.317926E-05 
4.891625E+01 3.759411E-01 1.834526E-02 1.223651E-05 
5.025414E+01 3.538364E-01 1.720526E-02 1.136062E-05 
5.162863E+01 3.330277E-01 1.613438E-02 1.054689E-05 
5.304072E+01 3.134393E-01 1.512860E-02 9.790944E-06 
5.449142E+01 2.949999E-01 1.418411E-02 9.088697E-06 
5.598180E+01 2.776424E-01 1.329731E-02 8.436369E-06 
5.751295E+01 2.613037E-01 1.246481E-02 7.830437E-06 
5.908597E+01 2.459242E-01 1.168339E-02 7.267626E-06 
6.070202E+01 2.314478E-01 1.095003E-02 6.744887E-06 
6.236226E+01 2.178215E-01 1.026184E-02 6.259387E-06 
6.406792E+01 2.049958E-01 9.616140E-03 5.808491E-06 
6.582023E+01 1.929237E-01 9.010371E-03 5.389750E-06 
6.762046E+01 1.815610E-01 8.442133E-03 5.000888E-06 
6.946993E+01 1.708663E-01 7.909164E-03 4.639790E-06 
7.136999E+01 1.608003E-01 7.409332E-03 4.304489E-06 
7.332201E+01 1.513262E-01 6.940630E-03 3.993157E-06 
7.532743E+01 1.424094E-01 6.501162E-03 3.704093E-06 
7.738769E+01 1.340171E-01 6.089144E-03 3.435715E-06 
7.950430E+01 1.261185E-01 5.702900E-03 3.186554E-06 
8.167880E+01 1.186848E-01 5.340848E-03 2.955244E-06 
8.391278E+01 1.116885E-01 5.001505E-03 2.740518E-06 
8.620786E+01 1.051040E-01 4.683473E-03 2.541196E-06 
8.856571E+01 9.890713E-02 4.385439E-03 2.356182E-06 
9.098805E+01 9.307514E-02 4.106170E-03 2.184460E-06 
9.347665E+01 8.758657E-02 3.844503E-03 2.025082E-06 
9.603330E+01 8.242125E-02 3.599348E-03 1.877168E-06 
9.865989E+01 7.756016E-02 3.369677E-03 1.739900E-06 
